grain_id,area_pixels,equivalent_diameter_pixels,major_axis_pixels,minor_axis_pixels,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,area_mm2,equivalent_diameter_mm,major_axis_mm,minor_axis_mm,phi,classification
3,510.5,25.494877673511212,57.782230377197266,25.39923095703125,2.274959839333303,3.0985223199240863,0.18386835744604468,2.8056949358433485,0.013619878329336643,0.5856547681614757,0.3404969582334161,0.0946983076428296,0.347237131934544,0.7869869473351265,0.34593443529348633,1.52600686371368,Medium_Sand
22,344803.5,662.5839202418745,1250.1451416015625,525.7607421875,2.3777833552200214,20.20508950157091,6.353673240635544,14.273632489144802,0.013619878329336643,11.862914024852216,12.680106724612415,63.9614258948568,9.024312376669226,17.02682472262461,7.160797338935481,-3.173817007505281,Medium_Gravel
23,403.0,22.65205369339104,39.39023208618164,23.258060455322266,1.693616377077039,1.355177893768996,0.12257890496402979,1.103210144676268,0.013619878329336643,0.5039354981854558,0.2179180532693863,0.0747569402155932,0.3085182152135867,0.5364901683781262,0.31677195357784527,1.696572424888597,Medium_Sand
24,331.0,20.529059630371258,38.03834533691406,20.7608585357666,1.8322144660531248,10.664364731870592,0.14300872245803475,10.378347286954522,0.013619878329336643,0.572034889832139,0.2587776882573962,0.061400861566653475,0.27960329438135323,0.5180776353380594,0.2827603672697112,1.8385467357489718,Medium_Sand
25,243.0,17.58969042850512,28.38104248046875,15.822036743164062,1.793766690165906,1.6480052778497338,0.1566286007873714,1.4573269812390208,0.013619878329336643,0.381356593221426,0.2860174449160695,0.045076765440171584,0.23956944348693704,0.386546345443719,0.21549421536418834,2.06148418734969,Fine_Sand
26,775.5,31.422878081775366,73.6127700805664,32.43623352050781,2.269461096154235,0.5788448289968073,0.2519677490927279,0.2860174449160695,0.013619878329336643,0.5856547681614757,0.4766957415267825,0.14385609711462166,0.4279757762313597,1.0025969719827472,0.44177755401126717,1.2243989536345354,Medium_Sand
27,375.5,21.86553107171316,31.204193115234375,20.312881469726562,1.5361775807996394,22.03015319770202,0.14981866162270308,21.805425205267966,0.013619878329336643,0.4494559848681092,0.27239756658673286,0.06965566017606761,0.2978058728030631,0.42499731359461634,0.27665897413591267,1.747555890395445,Medium_Sand
28,885.0,33.568094927931476,91.33123016357422,21.59099578857422,4.230061042942076,4.235782160423696,0.14300872245803475,3.6501273922622204,0.013619878329336643,1.1713095363229513,0.2587776882573962,0.16416846672655083,0.4571933686660492,1.2439202424965217,0.29406673564960073,1.129123616667401,Medium_Sand
29,883.0,33.53014342350997,94.27510833740234,64.11788940429688,1.4703401689183562,18.30511647462845,0.20429817494004965,17.73308158479631,0.013619878329336643,1.144069779664278,0.381356593221426,0.16379746454185806,0.456676473793413,1.2840155050404505,0.8732778524203866,1.1307556253283477,Medium_Sand
30,794.0,31.79547449747714,39.26774215698242,32.606693267822266,1.2042847103338006,11.1138207167387,0.2587776882573962,10.868662906810641,0.013619878329336643,0.49031561985611916,0.49031561985611916,0.1472878673230298,0.4330504940791648,0.5348218704458638,0.4440991950297395,1.2073928405811019,Medium_Sand
31,434.0,23.507147049675353,46.735233306884766,18.37158966064453,2.543886194399421,21.696466178633273,0.2247279924340546,21.54664751701057,0.013619878329336643,0.29963732324540615,0.42221622820943594,0.08050747407833114,0.32016448268640313,0.6365281913329319,0.2502188158944776,1.6431148229303412,Medium_Sand
32,420.5,23.138652263283095,107.85948181152344,12.748165130615234,8.46078480364947,18.168917691335082,0.29963732324540615,17.760321341454983,0.17705841828137636,0.8171926997601986,0.24515780992805958,0.07800320933165494,0.3151456285307457,1.469033018938248,0.17362845800127147,1.6659094440250088,Medium_Sand
33,1598.5,45.114004613414195,160.00106811523438,83.00460052490234,1.927616868263009,12.802685629576445,0.18386835744604468,12.09445195645094,0.013619878329336643,1.416467346251011,0.3404969582334161,0.2965234961156966,0.6144472537838334,2.179195080293397,1.1305125599243624,0.7026389247623207,Coarse_Sand
34,852.5,32.94596654959035,48.040672302246094,31.25533676147461,1.5370390237311768,1.0964002055115998,0.26558762742206454,0.7354734297841787,0.013619878329336643,0.7218535514548421,0.5039354981854558,0.15813968122529332,0.4487200558478156,0.6543081116161247,0.42569388383372697,1.156112427196813,Medium_Sand
35,1020.5,36.0463722918442,55.02008056640625,38.65019607543945,1.423539494056258,21.38320897705853,0.39497647155076265,21.110811410471797,0.013619878329336643,0.5447951331734657,0.762713186442852,0.18930386473948602,0.49094720482888965,0.7493668029847527,0.52641096795249,1.0263602056362213,Medium_Sand
36,990.5,35.51258606550893,45.339454650878906,31.844690322875977,1.4237681130253863,22.772436566650867,0.27239756658673286,22.47279924340546,0.013619878329336643,0.5992746464908123,0.5175553765147924,0.18373883196909446,0.4836771013723275,0.6175178558634471,0.4337208076329748,1.0478838567078375,Medium_Sand
37,857.0,33.032806266468405,49.11301040649414,26.62736701965332,1.8444561330545546,2.2745196809992194,0.2792075057514012,2.015741992741823,0.013619878329336643,0.5175553765147924,0.5311752548441291,0.15897443614085205,0.4499028022258487,0.6689132261238946,0.3626614990382695,1.152314742096331,Medium_Sand
38,561.0,26.726155439876237,41.92475891113281,23.828336715698242,1.7594496590906634,1.8386835744604468,0.2792075057514012,1.6480052778497338,0.013619878329336643,0.381356593221426,0.5311752548441291,0.10406611280632205,0.364006985302053,0.5710101153564011,0.32453904685827517,1.4579619588481845,Medium_Sand
