grain_id,area_pixels,equivalent_diameter_pixels,major_axis_pixels,minor_axis_pixels,aspect_ratio,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h,area_mm2,equivalent_diameter_mm,major_axis_mm,minor_axis_mm,phi,classification
10,511.5,25.519835954254013,46.6046028137207,25.535850524902344,1.825065617778123,18.201558127999306,0.19343761168420315,17.72256975620985,0.018422629684209824,0.9579767435789108,0.35002996399998665,0.1735996581846848,0.4701424873870051,0.8585793392168597,0.4704375178916109,1.088830030240133,Medium_Sand
11,501.0,25.25654394235911,65.8584976196289,35.677398681640625,1.8459444929632522,32.36856035515666,0.22107155621051788,32.01853039115667,0.018422629684209824,0.7000599279999733,0.4052978530526161,0.17003602883778512,0.46529195615305474,1.2132867132048375,0.657271504007781,1.1037918485151932,Medium_Sand
12,8553.0,104.3552481963406,163.75352478027344,73.90436553955078,2.2157490100180732,5.499154960736632,0.7092712428420782,3.758216455578804,0.018422629684209824,3.4818770103156567,1.3816972263157368,2.902830648003146,1.922498093124988,3.0167705465110544,1.3615127583816218,-0.9429821672167571,Very_Coarse_Sand
13,1032.0,36.24890633062862,80.1333999633789,32.041229248046875,2.5009464943753232,18.127867609262466,0.313184704631567,17.262004014104605,0.018422629684209824,1.7317271903157234,0.5895241498947144,0.35025385580956936,0.6678001777867802,1.4762679528620026,0.5902837010636404,0.5825116174011704,Coarse_Sand
14,1969.5,50.076394472404886,754.1329345703125,171.43035888671875,4.399062916671859,33.70420100726187,0.2947620749473572,32.71859031915665,0.018422629684209824,1.9712213762104511,0.5526788905262947,0.6684350474970415,0.9225388712855269,13.893111786255304,3.158198018401208,0.11631839430577609,Coarse_Sand
15,1269.5,40.204198811085504,70.26683044433594,37.29123306274414,1.8842721109840723,31.705345686525106,0.3960865382105112,31.24477994441986,0.018422629684209824,0.9211314842104912,0.7553278170526028,0.430859757703729,0.7406670664469771,1.2944997963591618,0.687002577182497,0.4331029052890446,Coarse_Sand
16,322.5,20.263754666327017,38.421051025390625,17.763879776000977,2.1628749749419893,32.54357533715665,0.35924127884209156,32.31329246610403,0.05526788905262947,0.4605657421052456,0.6079467795789242,0.10945432994049042,0.3733116482294214,0.7078167951189016,0.32725737886809014,1.4215475699574893,Medium_Sand
17,1843811.5,1532.1924535897758,2415.489013671875,1499.014892578125,1.6113842668484266,17.68572449684143,9.948220029473305,0.018422629684209824,0.018422629684209824,35.33460373431444,19.85959479957819,625.7772163382033,28.227014177425286,44.49965960515419,27.615796257082366,-4.8190046250479135,Coarse_Gravel
18,350.0,21.11004122822376,33.72127151489258,19.298519134521484,1.7473502127202836,32.70937900431454,0.7461165022104979,32.47909613326192,0.4605657421052456,0.4605657421052456,0.5711015202105045,0.11878764489665627,0.38890247216596824,0.6212344975995592,0.35552947146892677,1.3625196891966331,Medium_Sand
19,364.5,21.542883141677365,34.562530517578125,20.91862678527832,1.652237064715062,32.248813262209296,0.5895241498947144,31.963262502104044,0.3868752233684063,0.5711015202105045,0.4052978530526161,0.12370884732808918,0.3968765584493288,0.6367327006745427,0.3853761147673751,1.333237742949329,Medium_Sand
20,633.0,28.38944578214513,245.46343994140625,40.1044921875,6.120597133951835,33.335748413577676,0.7553278170526028,32.865971356630325,0.4789883717894554,0.939554113894701,0.5526788905262947,0.2148359406273812,0.5230082465844123,4.522082055052806,0.7388302082435985,0.9350944003986268,Coarse_Sand
21,110.5,11.861406733319429,23.470867156982422,14.770211219787598,1.5890678073403979,32.2580245770514,0.8658635951578617,32.03695302084088,0.7369051873683929,0.44214311242103577,0.25791681557893753,0.03750295646023005,0.21851830378173678,0.4323950940003698,0.272106131659708,2.1941739654170815,Fine_Sand
22,352.0,21.17026971360491,34.23316955566406,19.222370147705078,1.7809026302488038,31.97247381694615,0.9303427990525961,31.668500427156687,0.7184825576841831,0.6079467795789242,0.42372048273682594,0.11946643143892288,0.390012039248586,0.6306650056407648,0.35412660688398034,1.3584094357941487,Medium_Sand
23,1048.5,36.537537720196994,59.14958953857422,36.03046417236328,1.6416549410968782,1.9343761168420315,0.838229650631547,1.3816972263157368,0.4052978530526161,1.1053577810525894,0.8658635951578617,0.35585384478326887,0.6731175269920373,1.0896909840421642,0.6637758987976383,0.571069672064501,Coarse_Sand
24,1610.5,45.28302426733421,63.79929733276367,44.23967361450195,1.44212857193978,2.3304626550525427,1.0777238365262747,1.6948819309473038,0.6079467795789242,1.2711614482104778,0.939554113894701,0.5465928631601855,0.834232387058185,1.1753508288743006,0.8150111243502778,0.2614787724213902,Coarse_Sand
25,378.0,21.938198374294355,29.28862190246582,19.457059860229492,1.5052953587469904,32.506730077788234,1.0040333177894354,32.23960194736719,0.7921730764210224,0.5342562608420849,0.42372048273682594,0.12829065648838878,0.40415930458835886,0.5395734352699648,0.3584502085485113,1.3070040330022612,Medium_Sand
26,2911.5,60.885441071707994,100.4822769165039,64.60562896728516,1.5553176793215013,3.979288011789322,1.3724859114736319,3.021311268210411,0.5158336311578751,1.9159534871578217,1.7133045606315136,0.9881435089046136,1.1216699340238556,1.8511477774589764,1.1902055779797536,-0.16564820660461255,Very_Coarse_Sand
27,1738.5,47.048134378762356,72.14862823486328,42.22157287597656,1.70880958051458,1.1974709294736385,1.2895840778946877,0.44214311242103577,0.8290183357894421,1.5106556341052055,0.9211314842104912,0.5900352018652484,0.8667503569928801,1.3291674601946113,0.7778324017789942,0.20631156924898353,Coarse_Sand
28,368.5,21.660765735192914,27.380081176757812,21.577970504760742,1.2688904719151854,32.01853039115667,1.252738818526268,31.742190945893526,1.0132446326315403,0.5526788905262947,0.4789883717894554,0.1250664204126224,0.39904826581588,0.5044130962430131,0.3975229599460093,1.3253648405652627,Medium_Sand
29,2190.5,52.81127931363123,86.7584228515625,35.85934066772461,2.4194093152875475,5.858396239578724,1.5106556341052055,4.974110014736652,1.1237804107367992,1.768572449684143,0.7737504467368126,0.7434409604175016,0.9729226419443989,1.5983182961804232,0.6606233538414159,0.039602995451322086,Coarse_Sand
30,922.0,34.262616074167774,46.59859085083008,36.04600143432617,1.29275339834101,1.4922330044209957,1.8975308574736118,1.1237804107367992,1.4738103747367859,0.7369051873683929,0.8474409654736519,0.31292059598490596,0.6312074879466478,0.8584685830508505,0.6640621360210872,0.6638137748981287,Coarse_Sand
31,3607.5,67.77323703079335,106.84103393554688,56.564186096191406,1.8888459519925935,2.616013415157795,1.8514742832630873,1.5843461528420448,1.1237804107367992,2.0633345246315002,1.455387745052576,1.224361225613393,1.248561248318482,1.968292803272675,1.0420610538388644,-0.32026659457648277,Very_Coarse_Sand
32,1880.5,48.93186041705827,69.2061996459961,50.14391326904297,1.3801515504918018,0.939554113894701,2.413364488631487,0.313184704631567,1.7133045606315136,1.252738818526268,1.4001198559999466,0.6382290463661775,0.9014535442229094,1.274960187929679,0.9237827450727139,0.14967494959264413,Coarse_Sand
33,1780.5,47.61305503116721,98.16421508789062,58.68494415283203,1.6727325296969444,16.644845919683576,2.1462363582104445,15.972419936209917,1.1974709294736385,1.3448519669473171,1.8975308574736118,0.6042897192528471,0.8771576809730969,1.8084429828053317,1.081130994166159,0.18909188493126608,Coarse_Sand
34,1087.0,37.202303492218356,54.84345626831055,34.91764450073242,1.570651659139269,12.868206834420562,2.5699568409472704,12.324739258736372,2.173870302736759,1.0869351513683796,0.7921730764210224,0.36892048572190106,0.6853642606367246,1.0103606854332412,0.643274834081879,0.5450571325991428,Coarse_Sand
35,1930.0,49.57168870775802,124.40204620361328,36.9437370300293,3.3673379090614057,5.222815515473485,2.6252247299999,3.9977106414735317,2.173870302736759,2.4502097479999065,0.9027088545262814,0.655029013287276,0.9132408638839519,2.291812829167128,0.6806007864550594,0.13093267903507597,Coarse_Sand
36,528.0,25.928179257714298,42.43942642211914,29.41179847717285,1.44293884153522,13.466942299157381,2.910775490105152,13.024799186736345,2.5607455261051655,0.8842862248420715,0.7000599279999733,0.17919964715838432,0.47766524485068085,0.7818458369849708,0.5418426716915619,1.0659281854335707,Medium_Sand
